"ID","ID_FORNECEDOR","DATALANCAMENTO","NUMERODOCUMENTO","DATADOCUMENTO","TOTALPARCELAS","VALORTOTAL","NUMEROPARCELA","VALORPARCELA","DATAVENCIMENTO","LIQUIDADO","DATAPAGAMENTO","VALORPAGO","DATA_INC","DATA_ALT"
1143,11,2011-12-01,"173898/3",2011-12-01,"03",1853.64,"03",618.00,2012-01-04,S,2012-01-05,618.00,2011-12-01,2011-12-01
1149,2,2012-01-15,"0183647/1/1",2012-01-15,"05",2966.17,"01",593.23,2012-01-23,S,2012-01-23,593.23,2012-01-15,
1144,11,2011-12-01,"4037/A",2011-12-01,"03",1248.20,"01",424.39,2011-12-29,S,2011-12-28,424.39,2011-12-01,2011-12-01
1145,11,2011-12-01,"4037/B",2011-12-01,"03",1248.20,"02",411.91,2012-01-13,S,2012-01-14,411.91,2011-12-01,2011-12-01
1146,11,2011-12-01,"4037/C",2011-12-01,"03",1248.20,"03",411.90,2012-01-30,S,2012-01-30,411.90,2011-12-01,2011-12-01
1150,2,2012-01-15,"0183647/2/2",2012-01-15,"05",2966.17,"02",593.23,2012-01-30,S,2012-01-30,593.23,2012-01-15,
1147,2,2011-12-28,"0180953/01",2011-12-23,"02",680.04,"01",340.02,2012-01-13,S,2012-01-14,340.02,2011-12-28,
1148,2,2011-12-28,"0180953/02",2011-12-23,"02",680.04,"02",340.02,2012-01-27,S,2012-01-23,340.02,2011-12-28,
1151,2,2012-01-15,"0183647/3/3",2012-01-15,"05",2966.17,"03",593.23,2012-02-06,S,2012-02-06,593.23,2012-01-15,
1152,2,2012-01-15,"0183647/4/4",2012-01-15,"05",2966.17,"04",593.23,2012-02-13,S,2012-02-13,593.23,2012-01-15,
1153,2,2012-01-15,"0183647/5/5",2012-01-15,"05",2966.17,"05",593.25,2012-02-20,S,2012-02-23,593.25,2012-01-15,
1154,2,2012-01-23,"186906/1/1",2012-01-23,"03",1803.05,"01",600.96,2012-02-10,S,2012-02-06,600.96,2012-01-23,
1155,2,2012-01-23,"186906/2/2",2012-01-23,"03",1803.05,"02",600.96,2012-02-17,S,2012-02-13,600.96,2012-01-23,
1156,2,2012-01-23,"186906/3/3",2012-01-23,"03",1803.05,"03",601.13,2012-02-24,S,2012-02-23,601.13,2012-01-23,
1157,52,2012-01-27,"135666/1",2012-01-25,"02",417.00,"01",208.50,2012-02-13,S,2012-02-13,208.50,2012-01-27,
1158,52,2012-01-27,"135666/2",2012-01-25,"02",417.00,"02",208.50,2012-02-27,S,2012-02-27,208.50,2012-01-27,
1159,52,2012-01-27,"12246/1",2012-01-23,"01",251.50,"01",251.50,2012-02-20,S,2012-02-23,251.50,2012-01-27,
1160,2,2012-01-27,"33775/1/1",2012-01-27,"03",1001.19,"01",333.70,2012-02-13,S,2012-02-13,333.70,2012-01-27,
1161,2,2012-01-27,"33775/2/2",2012-01-27,"03",1001.19,"02",333.70,2012-02-20,S,2012-02-23,333.70,2012-01-27,
1162,2,2012-01-27,"33775/3/3",2012-01-27,"03",1001.19,"03",333.79,2012-02-27,S,2012-02-27,333.79,2012-01-27,
1163,2,2012-02-06,"34079/1/1",2012-02-06,"05",2275.84,"01",455.17,2012-02-13,S,2012-02-13,455.17,2012-02-06,
1164,2,2012-02-06,"34079/2/2",2012-02-06,"05",2275.84,"02",455.17,2012-02-20,S,2012-02-23,455.17,2012-02-06,
1165,2,2012-02-06,"34079/3/3",2012-02-06,"05",2275.84,"03",455.17,2012-02-27,S,2012-02-27,455.17,2012-02-06,
1166,2,2012-02-06,"34079/4/4",2012-02-06,"05",2275.84,"04",455.17,2012-03-05,S,2012-03-05,455.17,2012-02-06,
1167,2,2012-02-06,"34079/5/5",2012-02-06,"05",2275.84,"05",455.16,2012-03-12,S,2012-03-12,455.16,2012-02-06,
1168,2,2012-02-09,"190767/1/1",2012-02-09,"03",662.90,"01",220.94,2012-02-23,S,2012-02-23,220.94,2012-02-09,
1169,2,2012-02-09,"190767/2/2",2012-02-09,"03",662.90,"02",220.94,2012-03-01,S,2012-03-02,220.94,2012-02-09,
1170,2,2012-02-09,"190767/3/3",2012-02-09,"03",662.90,"03",221.02,2012-03-08,S,2012-03-05,221.02,2012-02-09,
1171,2,2012-02-09,"34694/1/1",2012-02-09,"05",2123.36,"01",424.67,2012-02-23,S,2012-02-23,424.67,2012-02-09,
1172,2,2012-02-09,"34694/2/2",2012-02-09,"05",2123.36,"02",424.67,2012-03-01,S,2012-03-02,424.67,2012-02-09,
1173,2,2012-02-09,"34694/3/3",2012-02-09,"05",2123.36,"03",424.67,2012-03-08,S,2012-03-05,424.67,2012-02-09,
1174,2,2012-02-09,"34694/4/4",2012-02-09,"05",2123.36,"04",424.67,2012-03-15,S,2012-03-12,424.67,2012-02-09,
1175,2,2012-02-09,"34694/5/5",2012-02-09,"05",2123.36,"05",424.68,2012-03-22,S,2012-03-22,424.68,2012-02-09,
1176,52,2012-02-12,"136609",2012-02-10,"01",204.00,"01",204.00,2012-03-08,S,2012-03-05,204.00,2012-02-12,
1177,4,2012-02-18,"13994-1",2012-02-16,"01",225.00,"01",225.00,2012-03-15,S,2012-03-12,225.00,2012-02-18,
1178,52,2012-02-18,"12707/1",2012-02-13,"01",246.00,"01",246.00,2012-03-15,S,2012-03-12,246.00,2012-02-18,
1179,2,2012-02-18,"35083/1/1",2012-02-18,"03",2365.29,"01",788.35,2012-03-15,S,2012-03-12,788.35,2012-02-18,
1180,2,2012-02-18,"35083/2/2",2012-02-18,"03",2365.29,"02",788.35,2012-03-22,S,2012-03-22,788.35,2012-02-18,
1181,2,2012-02-18,"35083/3/3",2012-02-18,"03",2365.29,"03",788.59,2012-03-29,S,2012-03-27,788.59,2012-02-18,
1182,2,2012-02-18,"35082/1/1",2012-02-18,"03",1664.61,"01",554.81,2012-03-08,S,2012-03-05,554.81,2012-02-18,
1183,2,2012-02-18,"35082/2/2",2012-02-18,"03",1664.61,"02",554.81,2012-03-15,S,2012-03-12,554.81,2012-02-18,
1184,2,2012-02-18,"35082/3/3",2012-02-18,"03",1664.61,"03",554.99,2012-03-22,S,2012-03-22,554.99,2012-02-18,
1185,11,2012-02-21,"420/1/1",2012-02-21,"03",1355.40,"01",460.84,2012-03-09,S,2012-03-09,460.84,2012-02-21,
1186,11,2012-02-21,"420/2/2",2012-02-21,"03",1355.40,"02",447.28,2012-03-16,S,2012-03-12,447.28,2012-02-21,
1187,11,2012-02-21,"420/3/3",2012-02-21,"03",1355.40,"03",447.28,2012-03-23,S,2012-03-22,447.28,2012-02-21,
1188,2,2012-03-01,"197410/1/1",2012-03-01,"03",1503.74,"01",501.20,2012-03-20,S,2012-03-20,501.20,2012-03-01,
1189,2,2012-03-01,"197410/2/2",2012-03-01,"03",1503.74,"02",501.20,2012-03-27,S,2012-03-27,501.20,2012-03-01,
1190,2,2012-03-01,"197410/3/3",2012-03-01,"03",1503.74,"03",501.34,2012-04-03,S,2012-04-03,501.34,2012-03-01,
1192,47,2012-03-03,"1774012/1/1",2012-03-03,"03",837.00,"01",279.00,2012-03-05,S,2012-03-05,279.00,2012-03-03,
1193,47,2012-03-03,"1774012/2/2",2012-03-03,"03",837.00,"02",279.00,2012-04-03,S,2012-04-03,279.00,2012-03-03,
1194,47,2012-03-03,"1774012/3/3",2012-03-03,"03",837.00,"03",279.00,2012-05-03,S,2012-05-04,279.00,2012-03-03,
1195,52,2012-03-03,"137436",2012-03-01,"01",244.00,"01",244.00,2012-03-28,S,2012-03-27,244.00,2012-03-03,
1196,4,2012-03-03,"24359",2012-03-02,"01",594.34,"01",594.34,2012-03-30,S,2012-04-03,594.34,2012-03-03,
1197,52,2012-03-13,"137991",2012-03-12,"01",211.00,"01",211.00,2012-04-06,S,2012-04-03,211.00,2012-03-13,
1198,16,2012-03-14,"1894/1-2",2012-03-07,"02",280.00,"01",140.00,2012-03-27,S,2012-03-27,140.00,2012-03-14,
1199,16,2012-03-14,"1894/2-2",2012-03-07,"02",280.00,"01",140.00,2012-04-16,S,2012-04-16,140.00,2012-03-14,
1200,4,2012-03-20,"24787",2012-03-19,"01",354.89,"01",354.89,2012-04-16,S,2012-04-16,354.89,2012-03-20,
1201,2,2012-03-22,"0203621/1/1",2012-03-22,"05",2800.93,"01",560.19,2012-04-02,S,2012-04-02,560.19,2012-03-22,
1202,2,2012-03-22,"0203621/2/2",2012-03-22,"05",2800.93,"02",560.19,2012-04-09,S,2012-04-10,560.19,2012-03-22,
1203,2,2012-03-22,"0203621/3/3",2012-03-22,"05",2800.93,"03",560.19,2012-04-16,S,2012-04-16,560.19,2012-03-22,
1204,2,2012-03-22,"0203621/4/4",2012-03-22,"05",2800.93,"04",560.19,2012-04-23,S,2012-04-23,560.19,2012-03-22,
1205,2,2012-03-22,"0203621/5/5",2012-03-22,"05",2800.93,"05",560.17,2012-04-30,S,2012-05-04,560.17,2012-03-22,
1206,2,2012-04-03,"0207755/1/1",2012-04-03,"03",1807.99,"01",602.60,2012-04-20,S,2012-04-16,602.60,2012-04-03,
1207,2,2012-04-03,"0207755/2/2",2012-04-03,"03",1807.99,"02",602.60,2012-04-27,S,2012-04-23,602.60,2012-04-03,
1208,2,2012-04-03,"0207755/3/3",2012-04-03,"03",1807.99,"03",602.79,2012-05-04,S,2012-05-04,602.79,2012-04-03,
1209,2,2012-04-04,"0208243/1/1",2012-04-04,"03",1944.65,"01",648.15,2012-04-20,S,2012-04-16,648.15,2012-04-04,
1210,2,2012-04-04,"0208243/2/2",2012-04-04,"03",1944.65,"02",648.15,2012-04-27,S,2012-04-23,648.15,2012-04-04,
1211,2,2012-04-04,"0208243/3/3",2012-04-04,"03",1944.65,"03",648.35,2012-05-04,S,2012-05-04,648.35,2012-04-04,
1213,52,2012-04-18,"13709/1",2012-04-13,"01",436.00,"01",436.00,2012-05-15,S,2012-05-14,436.00,2012-04-18,
1212,2,2012-04-10,"0037589/01",2012-01-01,"01",501.31,"01",501.31,2012-05-03,S,2012-05-04,501.31,2012-04-10,
1214,52,2012-04-20,"140033",2012-04-19,"01",186.00,"01",186.00,2012-05-16,S,2012-05-14,186.00,2012-04-20,
1215,11,2012-04-24,"38235/A/A",2012-04-24,"03",891.20,"01",303.01,2012-05-18,S,2012-05-14,303.01,2012-04-24,2012-04-24
1216,11,2012-04-24,"38235/B/B",2012-04-24,"03",891.20,"02",294.10,2012-05-25,S,2012-05-22,294.10,2012-04-24,2012-04-24
1217,11,2012-04-24,"38235/C/C",2012-04-24,"03",891.20,"03",294.09,2012-06-01,S,2012-06-01,294.09,2012-04-24,2012-04-24
1218,2,2012-04-24,"38235/1/1",2012-04-24,"03",1944.14,"01",647.98,2012-05-11,S,2012-05-14,647.98,2012-04-24,
1219,2,2012-04-24,"38235/2/2",2012-04-24,"03",1944.14,"02",647.98,2012-05-18,S,2012-05-14,647.98,2012-04-24,
1220,2,2012-04-24,"38235/3/3",2012-04-24,"03",1944.14,"03",648.18,2012-05-25,S,2012-05-22,648.18,2012-04-24,
1221,52,2012-04-26,"13848/1",2012-04-19,"02",591.66,"01",295.83,2012-05-17,S,2012-05-14,295.83,2012-04-26,
1222,52,2012-04-26,"13848/2",2012-04-19,"02",591.66,"02",295.83,2012-05-31,S,2012-06-01,295.83,2012-04-26,
1223,2,2012-05-04,"38727/1/1",2012-05-04,"05",2163.82,"01",432.76,2012-05-17,S,2012-05-14,432.76,2012-05-04,
1224,2,2012-05-04,"38727/2/2",2012-05-04,"05",2163.82,"02",432.76,2012-05-24,S,2012-05-22,432.76,2012-05-04,
1225,2,2012-05-04,"38727/3/3",2012-05-04,"05",2163.82,"03",432.76,2012-05-31,S,2012-06-01,432.76,2012-05-04,
1226,2,2012-05-04,"38727/4/4",2012-05-04,"05",2163.82,"04",432.76,2012-06-07,S,2012-06-05,432.76,2012-05-04,
1227,2,2012-05-04,"38727/5/5",2012-05-04,"05",2163.82,"05",432.78,2012-06-14,S,2012-06-11,432.78,2012-05-04,
1228,51,2012-05-09,"065649/01",2012-05-08,"01",206.34,"01",206.34,2012-05-23,S,2012-05-22,206.34,2012-05-09,
1229,12,2012-05-11,"4162",2012-05-10,"01",179.60,"01",179.60,2012-06-10,S,2012-06-11,179.60,2012-05-11,
1230,51,2012-05-17,"066229/01",2012-05-15,"01",102.36,"01",102.36,2012-05-22,S,2012-05-22,102.36,2012-05-17,
1231,2,2012-05-17,"0220032/01",2012-05-15,"02",678.32,"01",339.16,2012-06-05,S,2012-06-05,339.16,2012-05-17,
1232,2,2012-05-17,"0220032/02",2012-06-19,"02",678.32,"02",339.16,2012-06-19,S,2012-06-19,339.16,2012-05-17,
1233,52,2012-05-19,"141350",2012-05-18,"01",214.00,"01",214.00,2012-06-14,S,2012-06-11,214.00,2012-05-19,
1234,42,2012-05-25,"589911",2012-05-22,"01",419.90,"01",419.90,2012-06-13,S,2012-06-11,419.90,2012-05-25,
1235,2,2012-06-01,"0224862/1/1",2012-06-01,"05",6983.42,"01",1396.68,2012-06-14,S,2012-06-11,1396.68,2012-06-01,
1236,2,2012-06-01,"0224862/2/2",2012-06-01,"05",6983.42,"02",1396.68,2012-06-21,S,2012-06-19,1396.68,2012-06-01,
1237,2,2012-06-01,"0224862/3/3",2012-06-01,"05",6983.42,"03",1396.68,2012-06-28,S,2012-06-28,1396.68,2012-06-01,
1238,2,2012-06-01,"0224862/4/4",2012-06-01,"05",6983.42,"04",1396.68,2012-07-05,S,2012-07-04,1396.68,2012-06-01,
1239,2,2012-06-01,"0224862/5/5",2012-06-01,"05",6983.42,"05",1396.68,2012-07-12,S,2012-07-11,1396.68,2012-06-01,
1240,2,2012-06-13,"0228089/1/1",2012-06-13,"03",1062.76,"01",354.22,2012-07-03,S,2012-07-04,354.22,2012-06-13,
1241,2,2012-06-13,"0228089/2/2",2012-06-13,"03",1062.76,"02",354.22,2012-07-10,S,2012-07-11,354.22,2012-06-13,
1242,2,2012-06-13,"0228089/3/3",2012-06-13,"03",1062.76,"03",354.32,2012-07-17,S,2012-07-17,354.32,2012-06-13,
1243,52,2012-06-21,"14617/1",2012-06-19,"01",227.00,"01",227.00,2012-07-18,S,2012-07-17,227.00,2012-06-21,
1244,2,2012-06-25,"0231128/1/1",2012-06-25,"03",1924.72,"01",641.51,2012-07-13,S,2012-07-11,641.51,2012-06-25,
1245,2,2012-06-25,"0231128/2/2",2012-06-25,"03",1924.72,"02",641.51,2012-07-20,S,2012-07-17,641.51,2012-06-25,
1246,2,2012-06-25,"0231128/3/3",2012-06-25,"03",1924.72,"03",641.70,2012-07-27,S,2012-07-23,641.70,2012-06-25,
1247,2,2012-06-30,"0232693/1/1",2012-06-30,"03",1549.74,"01",516.53,2012-07-19,S,2012-07-17,516.53,2012-06-30,
1248,2,2012-06-30,"0232693/2/2",2012-06-30,"03",1549.74,"02",516.53,2012-07-26,S,2012-07-23,516.53,2012-06-30,
1249,2,2012-06-30,"0232693/3/3",2012-06-30,"03",1549.74,"03",516.68,2012-08-02,S,2012-07-31,516.68,2012-06-30,
1250,2,2012-07-02,"233245/01",2012-06-29,"02",717.61,"01",358.81,2012-07-20,S,2012-07-17,358.81,2012-07-02,
1251,2,2012-07-02,"233245/02",2012-06-29,"02",717.61,"02",358.80,2012-08-03,S,2012-07-31,358.80,2012-07-02,
1252,11,2012-07-02,"1549A",2012-06-29,"02",590.70,"01",295.35,2012-07-27,S,2012-07-23,295.35,2012-07-02,
1253,11,2012-07-02,"1549B",2012-06-29,"02",590.70,"02",295.35,2012-08-03,S,2012-07-31,295.35,2012-07-02,
1254,11,2012-07-02,SEDEX,2012-06-29,"01",32.00,"01",32.00,2012-07-09,S,2012-07-11,32.00,2012-07-02,
1255,2,2012-07-13,"235455/1/1",2012-07-13,"05",6891.87,"01",1378.37,2012-07-23,S,2012-07-23,1378.37,2012-07-13,
1256,2,2012-07-13,"235455/2/2",2012-07-13,"05",6891.87,"02",1378.37,2012-07-30,S,2012-07-31,1378.37,2012-07-13,
1257,2,2012-07-13,"235455/3/3",2012-07-13,"05",6891.87,"03",1378.37,2012-08-06,S,2012-08-06,1378.37,2012-07-13,
1258,2,2012-07-13,"235455/4/4",2012-07-13,"05",6891.87,"04",1378.37,2012-08-13,S,2012-08-14,1378.37,2012-07-13,
1259,2,2012-07-13,"235455/5/5",2012-07-13,"05",6891.87,"05",1378.37,2012-08-20,S,2012-08-21,1378.37,2012-07-13,
1260,4,2012-07-14,"15314",2012-07-13,"01",151.88,"01",151.88,2012-08-10,S,2012-08-06,151.88,2012-07-14,
1262,2,2012-07-19,"237870/01",2012-07-18,"02",884.55,"01",442.28,2012-08-08,S,2012-08-06,442.28,2012-07-19,2012-07-21
1263,2,2012-07-19,"237870/02",2012-07-18,"02",2378.70,"02",442.27,2012-08-22,S,2012-08-21,442.27,2012-07-19,2012-08-20
1264,2,2012-07-24,"42333/01",2012-07-23,"02",681.03,"01",340.52,2012-08-13,S,2012-08-14,340.52,2012-07-24,
1265,2,2012-07-24,"42333/02",2012-07-23,"02",681.03,"01",340.51,2012-08-27,S,2012-08-27,340.51,2012-07-24,
1266,2,2012-07-27,"239997/1/1",2012-07-27,"03",1543.26,"01",514.37,2012-08-16,S,2012-08-14,514.37,2012-07-27,
1267,2,2012-07-27,"239997/2/2",2012-07-27,"03",1543.26,"02",514.37,2012-08-23,S,2012-08-21,514.37,2012-07-27,
1268,2,2012-07-27,"239997/3/3",2012-07-27,"03",1543.26,"03",514.52,2012-08-30,S,2012-08-31,514.52,2012-07-27,
1269,2,2012-08-02,"42788/1/1",2012-08-02,"03",1358.19,"01",452.68,2012-08-21,S,2012-08-21,452.68,2012-08-02,
1270,2,2012-08-02,"42788/2/2",2012-08-02,"03",1358.19,"02",452.68,2012-08-28,S,2012-08-29,452.68,2012-08-02,
1271,2,2012-08-02,"42788/3/3",2012-08-02,"03",1358.19,"03",452.83,2012-09-04,S,2012-09-04,452.83,2012-08-02,
1272,52,2012-08-03,"15112/1",2012-08-01,"01",151.00,"01",151.00,2012-08-30,S,2012-08-31,151.00,2012-08-03,
1273,52,2012-08-17,"144617",2012-08-16,"01",369.00,"01",369.00,2012-09-12,S,2012-09-10,369.00,2012-08-17,
1274,2,2012-08-22,"245990/1/1",2012-08-22,"03",2710.23,"01",903.32,2012-09-10,S,2012-09-10,903.32,2012-08-22,
1275,2,2012-08-22,"245990/2/2",2012-08-22,"03",2710.23,"02",903.32,2012-09-14,S,2012-09-10,903.32,2012-08-22,
1276,2,2012-08-22,"245990/3/3",2012-08-22,"03",2710.23,"03",903.59,2012-09-21,S,2012-09-19,903.59,2012-08-22,
1277,11,2012-08-24,"7395",2012-08-23,"01",437.50,"01",437.50,2012-09-20,S,2012-09-19,437.50,2012-08-24,
1278,52,2012-08-25,"15452/1",2012-08-22,"02",657.50,"01",328.75,2012-09-14,S,2012-09-10,328.75,2012-08-25,
1279,52,2012-08-25,"15452/2",2012-08-22,"02",657.50,"01",328.75,2012-09-21,S,2012-09-19,328.75,2012-08-25,
1280,2,2012-09-01,"249399/1/1",2012-09-01,"03",2686.21,"01",895.31,2012-09-19,S,2012-09-19,895.31,2012-09-01,
1281,2,2012-09-01,"249399/2/2",2012-09-01,"03",2686.21,"02",895.31,2012-09-26,S,2012-09-26,895.31,2012-09-01,
1282,2,2012-09-01,"249399/3/3",2012-09-01,"03",2686.21,"03",895.59,2012-10-03,S,2012-10-03,895.59,2012-09-01,
1283,2,2012-09-01,"44380/1/1",2012-09-01,"03",1030.46,"01",343.45,2012-09-21,S,2012-09-19,343.45,2012-09-01,
1284,2,2012-09-01,"44380/2/2",2012-09-01,"03",1030.46,"02",343.45,2012-09-28,S,2012-09-26,343.45,2012-09-01,
1285,2,2012-09-01,"44380/3/3",2012-09-01,"03",1030.46,"03",343.56,2012-10-05,S,2012-10-03,343.56,2012-09-01,
1286,52,2012-09-08,"15617/1",2012-09-04,"01",199.00,"01",199.00,2012-09-25,S,2012-09-26,199.00,2012-09-08,
1287,2,2012-09-15,"44899/1/1",2012-09-15,"03",2465.61,"01",821.79,2012-10-05,S,2012-10-03,821.79,2012-09-15,
1288,2,2012-09-15,"44899/2/2",2012-09-15,"03",2465.61,"02",821.79,2012-10-12,S,2012-10-15,821.79,2012-09-15,
1289,2,2012-09-15,"44899/3/3",2012-09-15,"03",2465.61,"03",822.03,2012-10-19,S,2012-10-19,822.03,2012-09-15,
1290,11,2012-09-21,"7531",2012-09-19,"01",552.20,"01",552.20,2012-10-17,S,2012-10-15,552.20,2012-09-21,2012-09-24
1291,11,2012-09-21,SEDEX7531,2012-09-19,"01",29.10,"01",29.10,2012-09-29,S,2012-09-26,29.10,2012-09-21,
1292,2,2012-09-21,"45186/1/1",2012-09-21,"03",1032.20,"01",344.07,2012-10-11,S,2012-10-11,344.07,2012-09-21,
1293,2,2012-09-21,"45186/2/2",2012-09-21,"03",1032.20,"02",344.07,2012-10-18,S,2012-10-19,344.07,2012-09-21,
1294,2,2012-09-21,"45186/3/3",2012-09-21,"03",1032.20,"03",344.07,2012-10-25,S,2012-10-23,344.07,2012-09-21,
1295,52,2012-09-24,"15802/1",2012-09-20,"01",254.00,"01",254.00,2012-10-19,S,2012-10-19,254.00,2012-09-24,
1296,12,2012-09-24,"316",2012-09-05,"01",190.00,"01",190.00,2012-10-05,S,2012-10-03,190.00,2012-09-24,
1297,12,2012-09-24,"377",2012-09-20,"01",55.80,"01",55.80,2012-10-20,S,2012-10-23,55.80,2012-09-24,
1298,2,2012-09-27,"25641/1/1",2012-09-27,"03",935.02,"01",311.67,2012-10-17,S,2012-10-15,311.67,2012-09-27,
1299,2,2012-09-27,"25641/2/2",2012-09-27,"03",935.02,"02",311.67,2012-10-24,S,2012-10-23,311.67,2012-09-27,
1300,2,2012-09-27,"25641/3/3",2012-09-27,"03",935.02,"03",311.67,2012-10-31,S,2012-10-31,311.67,2012-09-27,
1305,2,2012-10-24,"263376/1/1",2012-10-24,"03",985.06,"01",328.35,2012-11-13,S,2012-11-14,328.35,2012-10-24,
1306,2,2012-10-24,"263376/2/2",2012-10-24,"03",985.06,"02",328.35,2012-11-21,S,2012-11-21,328.35,2012-10-24,2012-11-20
1307,2,2012-10-24,"263376/3/3",2012-10-24,"03",985.06,"03",328.35,2012-11-27,S,2012-11-28,328.35,2012-10-24,
1301,2,2012-10-15,"0260401/1/1",2012-10-15,"03",2716.41,"01",905.47,2012-10-31,S,2012-10-31,905.47,2012-10-15,
1302,2,2012-10-15,"0260401/2/2",2012-10-15,"03",2716.41,"02",905.47,2012-11-07,S,2012-11-08,905.47,2012-10-15,
1303,2,2012-10-15,"0260401/3/3",2012-10-15,"03",2716.41,"03",905.47,2012-11-14,S,2012-11-14,905.47,2012-10-15,
1304,51,2012-10-15,"077045",2012-10-11,"01",229.80,"01",229.80,2012-10-26,S,2012-10-23,229.80,2012-10-15,
1308,55,2012-11-05,"1887/1/1",2012-11-05,"03",1280.00,"01",426.67,2012-11-21,S,2012-11-21,426.67,2012-11-05,
1309,55,2012-11-05,"1887/2/2",2012-11-05,"03",1280.00,"02",426.67,2012-11-28,S,2012-11-28,426.67,2012-11-05,
1310,55,2012-11-05,"1887/3/3",2012-11-05,"03",1280.00,"03",426.67,2012-12-05,S,2012-12-07,426.67,2012-11-05,
1312,2,2012-11-28,"0272015/1/1",2012-11-28,"03",1667.27,"01",555.70,2012-12-18,S,2012-12-19,555.70,2012-11-28,
1313,2,2012-11-28,"0272015/2/2",2012-11-28,"03",1667.27,"02",555.70,2012-12-26,S,2012-12-27,555.70,2012-11-28,2012-11-28
1314,2,2012-11-28,"0272015/3/3",2012-11-28,"03",1667.27,"03",555.87,2013-01-02,S,2013-01-03,555.87,2012-11-28,
1315,55,2012-12-12,"002078/1",2012-12-10,"01",216.00,"01",216.00,2013-01-07,S,2013-01-07,216.00,2012-12-12,
1316,2,2012-12-15,"48607/1/1",2012-12-15,"03",1943.51,"01",647.77,2013-01-04,S,2013-01-03,647.77,2012-12-15,
1317,2,2012-12-15,"48607/2/2",2012-12-15,"03",1943.51,"02",647.77,2013-01-11,S,2013-01-12,647.77,2012-12-15,
1318,2,2012-12-15,"48607/3/3",2012-12-15,"03",1943.51,"03",647.97,2013-01-18,S,2013-01-15,647.97,2012-12-15,
1322,51,2013-01-03,"082041/01",2012-12-21,"01",308.20,"01",308.20,2013-01-11,S,2013-01-12,308.20,2013-01-03,
1319,2,2012-12-19,"0278179/1/1",2012-12-19,"03",1714.28,"01",571.37,2013-01-08,S,2013-01-07,571.37,2012-12-19,
1320,2,2012-12-19,"0278179/2/2",2012-12-19,"03",1714.28,"02",571.37,2013-01-15,S,2013-01-15,571.37,2012-12-19,
1321,2,2012-12-19,"0278179/3/3",2012-12-19,"03",1714.28,"03",571.54,2013-01-22,S,2013-01-22,571.54,2012-12-19,
1323,11,2013-01-09,"8085",2013-01-07,"01",457.40,"01",457.40,2013-02-04,S,2013-02-05,457.40,2013-01-09,
1324,11,2013-01-09,SEDEX-8085,2013-01-07,"01",33.60,"01",33.60,2013-01-17,S,2013-01-15,33.60,2013-01-09,
1325,2,2013-01-14,"282258/01",2013-01-11,"02",822.25,"01",411.13,2013-02-01,S,2013-02-02,411.13,2013-01-14,
1326,2,2013-01-14,"282258/02",2013-01-11,"02",822.25,"02",411.12,2013-02-15,S,2013-02-14,411.12,2013-01-14,
1327,4,2013-01-15,"7413",2013-01-14,"01",798.50,"01",798.50,2013-02-11,S,2013-02-14,798.50,2013-01-15,
1328,2,2013-01-17,"282981/1/1",2013-01-17,"03",2676.45,"01",892.06,2013-02-05,S,2013-02-05,892.06,2013-01-17,
1329,2,2013-01-17,"282981/2/2",2013-01-17,"03",2676.45,"02",892.06,2013-02-12,S,2013-02-14,892.06,2013-01-17,
1330,2,2013-01-17,"282981/3/3",2013-01-17,"03",2676.45,"03",892.33,2013-02-19,S,2013-02-21,892.33,2013-01-17,
1331,4,2013-01-21,"7503",2013-01-17,"01",319.31,"01",319.31,2013-02-14,S,2013-02-14,319.31,2013-01-21,
1332,2,2013-02-01,"286890/1/1",2013-02-01,"05",2919.44,"01",583.89,2013-02-20,S,2013-02-21,583.89,2013-02-01,
1333,2,2013-02-01,"286890/2/2",2013-02-01,"05",2919.44,"02",583.89,2013-02-27,S,2013-02-27,583.89,2013-02-01,
1334,2,2013-02-01,"286890/3/3",2013-02-01,"05",2919.44,"03",583.89,2013-03-06,S,2013-03-06,583.89,2013-02-01,
1335,2,2013-02-01,"286890/4/4",2013-02-01,"05",2919.44,"04",583.89,2013-03-13,S,2013-03-13,583.89,2013-02-01,
1336,2,2013-02-01,"286890/5/5",2013-02-01,"05",2919.44,"05",583.88,2013-03-20,S,2013-03-20,583.88,2013-02-01,
1340,4,2013-02-07,"7910 1/1",2013-02-06,"01",932.49,"01",932.49,2013-03-06,S,2013-03-06,932.49,2013-02-07,
1337,2,2013-02-05,"50582/1/1",2013-02-05,"03",1436.20,"01",478.69,2013-02-25,S,2013-02-27,478.69,2013-02-05,
1338,2,2013-02-05,"50582/2/2",2013-02-05,"03",1436.20,"02",478.69,2013-03-04,S,2013-03-06,478.69,2013-02-05,
1339,2,2013-02-05,"50582/3/3",2013-02-05,"03",1436.20,"03",478.82,2013-03-11,S,2013-03-12,478.82,2013-02-05,
1341,11,2013-02-09,"8272A",2013-02-07,"02",569.52,"01",284.76,2013-03-07,S,2013-03-06,284.76,2013-02-09,
1342,11,2013-02-09,"8727b",2013-02-07,"02",284.76,"02",284.76,2013-03-14,S,2013-03-13,284.76,2013-02-09,
1343,11,2013-02-09,sedex8272,2013-02-07,"01",32.00,"01",32.00,2013-02-18,S,2013-02-18,32.00,2013-02-09,
1344,2,2013-02-14,"50927/1/1",2013-02-14,"03",1808.25,"01",602.69,2013-03-13,S,2013-03-13,602.69,2013-02-14,
